"Type","Start","End","Duration","Start Condition","Start Location","End Condition","Notes"
"Feed","2022-08-02 14:26","2022-08-02 14:49","00:23","00:23R","Breast","Null l",
"Sleep","2022-08-02 09:43","2022-08-02 10:49","01:06",,,,
"Feed","2022-08-02 09:36","2022-08-02 09:49","00:13","00:13R","Breast","Null l",
"Sleep","2022-08-02 03:48","2022-08-02 06:43","02:54",,,,
"Feed","2022-08-02 02:48","2022-08-02 03:48","01:00","01:00R","Breast","Null l",
"Sleep","2022-08-02 01:52","2022-08-02 01:57","00:04",,,,
"Feed","2022-08-02 01:30","2022-08-02 01:52","00:22","Null r","Breast","00:22L",
"Sleep","2022-08-02 00:37","2022-08-02 00:44","00:07",,,,
"Sleep","2022-08-01 20:03","2022-08-02 00:16","04:13",,,,
"Feed","2022-08-01 19:12","2022-08-01 19:18","00:06","Null r","Breast","00:06L",
"Feed","2022-08-01 14:06","2022-08-01 14:15","00:09","00:04R","Breast","00:04L",
"Sleep","2022-08-01 12:02","2022-08-01 14:03","02:01",,,,
"Feed","2022-08-01 12:00","2022-08-01 12:07","00:07","00:07R","Breast","Null l",
"Feed","2022-08-01 09:48","2022-08-01 09:56","00:08","00:08R","Breast","Null l",
"Feed","2022-08-01 07:33","2022-08-01 07:43","00:10","00:05R","Breast","00:05L",
"Sleep","2022-07-31 20:20","2022-08-01 07:24","11:04",,,,
"Feed","2022-07-31 19:12","2022-07-31 19:17","00:05","00:02R","Breast","00:02L",
"Sleep","2022-07-31 15:00","2022-07-31 15:45","00:45",,,,
"Feed","2022-07-31 14:51","2022-07-31 15:05","00:13","Null r","Breast","00:13L",
"Sleep","2022-07-31 09:41","2022-07-31 10:42","01:01",,,,
"Feed","2022-07-31 09:37","2022-07-31 09:46","00:09","00:09R","Breast","Null l",
"Feed","2022-07-31 06:26","2022-07-31 06:53","00:26","Null r","Breast","00:26L",
"Sleep","2022-07-30 20:21","2022-07-31 06:22","10:01",,,,
"Feed","2022-07-30 18:58","2022-07-30 19:15","00:17","00:08R","Breast","00:08L",
"Sleep","2022-07-30 14:40","2022-07-30 15:39","00:59",,,,
"Feed","2022-07-30 14:24","2022-07-30 14:44","00:20","00:03R","Breast","00:17L",
"Sleep","2022-07-30 09:32","2022-07-30 10:39","01:07",,,,
"Feed","2022-07-30 09:22","2022-07-30 09:39","00:16","00:16R","Breast","Null l",
"Feed","2022-07-30 05:49","2022-07-30 06:27","00:38","Null r","Breast","00:38L",
"Sleep","2022-07-29 23:36","2022-07-30 05:49","06:13",,,,
"Sleep","2022-07-29 20:23","2022-07-29 22:43","02:20",,,,
"Feed","2022-07-29 19:16","2022-07-29 19:27","00:10","00:10R","Breast","Null l",
"Sleep","2022-07-29 14:32","2022-07-29 15:31","00:59",,,,
"Feed","2022-07-29 14:25","2022-07-29 14:38","00:12","Null r","Breast","00:12L",
"Feed","2022-07-29 10:15","2022-07-29 10:44","00:29","00:29R","Breast","Null l",
"Sleep","2022-07-29 09:26","2022-07-29 10:15","00:49",,,,
"Feed","2022-07-29 09:22","2022-07-29 09:31","00:09","00:07R","Breast","00:01L",
"Feed","2022-07-29 09:14","2022-07-29 09:21","00:07","00:07R","Breast","Null l",
"Feed","2022-07-29 05:59","2022-07-29 06:14","00:15","00:07R","Breast","00:07L",
"Sleep","2022-07-29 05:24","2022-07-29 05:59","00:35",,,,
"Feed","2022-07-29 05:03","2022-07-29 05:24","00:21","00:10R","Breast","00:10L",
"Sleep","2022-07-29 04:13","2022-07-29 05:03","00:50",,,,
"Feed","2022-07-29 03:50","2022-07-29 04:13","00:23","Null r","Breast","00:23L",
"Sleep","2022-07-29 00:57","2022-07-29 03:50","02:53",,,,
"Feed","2022-07-29 00:41","2022-07-29 00:53","00:12","00:12R","Breast","Null l",
"Sleep","2022-07-28 20:32","2022-07-29 00:41","04:09",,,,
"Feed","2022-07-28 19:29","2022-07-28 19:36","00:07","00:06R","Breast","00:01L",
"Sleep","2022-07-28 15:12","2022-07-28 16:11","00:59",,,,
"Feed","2022-07-28 15:06","2022-07-28 15:21","00:15","Null r","Breast","00:15L",
"Sleep","2022-07-28 08:40","2022-07-28 10:12","01:32",,,,
"Feed","2022-07-28 04:58","2022-07-28 05:21","00:23","00:23R","Breast","Null l",
"Sleep","2022-07-28 02:25","2022-07-28 04:58","02:33",,,,
"Feed","2022-07-28 02:11","2022-07-28 02:25","00:13","00:13R","Breast","Null l",
"Sleep","2022-07-27 22:36","2022-07-28 02:11","03:35",,,,
"Sleep","2022-07-27 20:33","2022-07-27 22:29","01:56",,,,
"Feed","2022-07-27 19:11","2022-07-27 19:15","00:03","00:03R","Breast","Null l",
"Sleep","2022-07-27 14:33","2022-07-27 15:03","00:30",,,,
"Feed","2022-07-27 14:22","2022-07-27 14:39","00:17","Null r","Breast","00:17L",
"Feed","2022-07-27 10:55","2022-07-27 11:04","00:09","Null r","Breast","00:09L",
"Sleep","2022-07-27 09:44","2022-07-27 10:52","01:08",,,,
"Feed","2022-07-27 09:38","2022-07-27 09:50","00:12","00:06R","Breast","00:06L",
"Sleep","2022-07-27 05:37","2022-07-27 06:41","01:03",,,,
"Feed","2022-07-27 05:13","2022-07-27 05:36","00:23","Null r","Breast","00:23L",
"Sleep","2022-07-26 23:29","2022-07-27 05:13","05:44",,,,
"Sleep","2022-07-26 20:20","2022-07-26 23:17","02:57",,,,
"Sleep","2022-07-26 13:34","2022-07-26 14:36","01:02",,,,
"Feed","2022-07-26 13:29","2022-07-26 13:39","00:09","Null r","Breast","00:09L",
"Feed","2022-07-26 09:00","2022-07-26 09:29","00:29","00:29R","Breast","Null l",
"Sleep","2022-07-26 05:40","2022-07-26 06:40","00:59",,,,
"Feed","2022-07-26 05:21","2022-07-26 05:40","00:18","Null r","Breast","00:18L",
"Sleep","2022-07-26 01:41","2022-07-26 05:21","03:40",,,,
"Feed","2022-07-26 01:26","2022-07-26 01:39","00:12","00:12R","Breast","Null l",
"Sleep","2022-07-25 20:33","2022-07-26 01:26","04:53",,,,
"Feed","2022-07-25 19:05","2022-07-25 19:25","00:20","00:20R","Breast","Null l",
"Sleep","2022-07-25 14:05","2022-07-25 15:12","01:07",,,,
"Feed","2022-07-25 14:02","2022-07-25 14:11","00:08","Null r","Breast","00:08L",
"Sleep","2022-07-25 08:56","2022-07-25 10:05","01:09",,,,
"Feed","2022-07-25 08:52","2022-07-25 09:03","00:11","00:11R","Breast","Null l",
"Feed","2022-07-25 05:42","2022-07-25 06:38","00:56","00:24R","Breast","00:31L",
"Sleep","2022-07-25 03:34","2022-07-25 05:42","02:07",,,,
"Feed","2022-07-25 03:24","2022-07-25 03:34","00:09","Null r","Breast","00:09L",
"Sleep","2022-07-25 00:49","2022-07-25 03:24","02:35",,,,
"Feed","2022-07-25 00:28","2022-07-25 00:43","00:15","00:15R","Breast","Null l",
"Sleep","2022-07-24 20:28","2022-07-25 00:28","04:00",,,,
"Feed","2022-07-24 19:11","2022-07-24 19:16","00:05","Null r","Breast","00:05L",
"Sleep","2022-07-24 14:32","2022-07-24 15:38","01:06",,,,
"Feed","2022-07-24 14:27","2022-07-24 14:39","00:12","Null r","Breast","00:12L",
"Sleep","2022-07-24 09:06","2022-07-24 10:23","01:17",,,,
"Feed","2022-07-24 09:03","2022-07-24 09:13","00:10","00:10R","Breast","Null l",
"Feed","2022-07-24 05:41","2022-07-24 05:52","00:11","00:05R","Breast","00:05L",
"Sleep","2022-07-24 04:53","2022-07-24 05:41","00:48",,,,
"Feed","2022-07-24 04:41","2022-07-24 04:53","00:12","Null r","Breast","00:12L",
"Sleep","2022-07-24 02:04","2022-07-24 04:41","02:37",,,,
"Feed","2022-07-24 01:44","2022-07-24 02:04","00:20","00:20R","Breast","Null l",
"Sleep","2022-07-23 20:27","2022-07-24 01:44","05:17",,,,
"Feed","2022-07-23 19:26","2022-07-23 19:29","00:03","00:03R","Breast","Null l",
"Feed","2022-07-23 18:14","2022-07-23 18:21","00:07","00:03R","Breast","00:03L",
"Sleep","2022-07-23 14:42","2022-07-23 15:44","01:02",,,,
"Feed","2022-07-23 14:36","2022-07-23 14:48","00:12","Null r","Breast","00:12L",
"Sleep","2022-07-23 09:07","2022-07-23 10:16","01:09",,,,
"Feed","2022-07-23 09:01","2022-07-23 09:13","00:11","00:11R","Breast","Null l",
"Feed","2022-07-23 06:20","2022-07-23 06:38","00:18","00:09R","Breast","00:09L",
"Sleep","2022-07-23 05:06","2022-07-23 06:20","01:14",,,,
"Feed","2022-07-23 04:49","2022-07-23 05:06","00:17","00:08R","Breast","00:08L",
"Sleep","2022-07-23 03:22","2022-07-23 04:49","01:27",,,,
"Feed","2022-07-23 03:02","2022-07-23 03:22","00:20","Null r","Breast","00:20L",
"Sleep","2022-07-22 20:35","2022-07-23 03:00","06:25",,,,
"Feed","2022-07-22 19:31","2022-07-22 19:48","00:16","Null r","Breast","00:16L",
"Sleep","2022-07-22 14:49","2022-07-22 15:53","01:04",,,,
"Feed","2022-07-22 14:40","2022-07-22 14:58","00:17","Null r","Breast","00:17L",
"Sleep","2022-07-22 09:37","2022-07-22 10:54","01:17",,,,
"Feed","2022-07-22 09:33","2022-07-22 09:45","00:12","00:12R","Breast","Null l",
"Feed","2022-07-22 05:53","2022-07-22 06:06","00:12","Null r","Breast","00:12L",
"Sleep","2022-07-22 01:44","2022-07-22 05:52","04:07",,,,
"Feed","2022-07-22 01:30","2022-07-22 01:44","00:13","00:13R","Breast","Null l",
"Sleep","2022-07-21 22:27","2022-07-22 01:30","03:03",,,,
"Sleep","2022-07-21 20:15","2022-07-21 22:21","02:06",,,,
"Feed","2022-07-21 18:40","2022-07-21 18:46","00:05","00:05R","Breast","Null l",
"Sleep","2022-07-21 13:52","2022-07-21 15:09","01:17",,,,
"Feed","2022-07-21 13:43","2022-07-21 14:01","00:17","Null r","Breast","00:17L",
"Sleep","2022-07-21 09:35","2022-07-21 10:30","00:55",,,,
"Feed","2022-07-21 09:31","2022-07-21 09:43","00:12","00:12R","Breast","Null l",
"Feed","2022-07-21 06:45","2022-07-21 07:03","00:18","00:09R","Breast","00:09L",
"Sleep","2022-07-21 06:05","2022-07-21 06:45","00:40",,,,
"Feed","2022-07-21 05:50","2022-07-21 06:05","00:15","00:07R","Breast","00:07L",
"Sleep","2022-07-21 04:47","2022-07-21 05:50","01:03",,,,
"Feed","2022-07-21 04:21","2022-07-21 04:47","00:26","Null r","Breast","00:26L",
"Sleep","2022-07-21 01:25","2022-07-21 04:20","02:55",,,,
"Feed","2022-07-21 01:08","2022-07-21 01:21","00:12","00:12R","Breast","Null l",
"Sleep","2022-07-20 20:29","2022-07-21 01:06","04:36",,,,
"Feed","2022-07-20 19:26","2022-07-20 19:32","00:06","00:06R","Breast","Null l",
"Sleep","2022-07-20 15:33","2022-07-20 16:24","00:51",,,,
"Feed","2022-07-20 15:26","2022-07-20 15:38","00:12","00:12R","Breast","Null l",
"Feed","2022-07-20 14:20","2022-07-20 14:46","00:26","00:02R","Breast","00:23L",
"Sleep","2022-07-20 09:33","2022-07-20 10:45","01:12",,,,
"Feed","2022-07-20 09:28","2022-07-20 09:33","00:05","00:05R","Breast","Null l",
"Sleep","2022-07-20 03:06","2022-07-20 06:05","02:58",,,,
"Feed","2022-07-20 02:44","2022-07-20 03:06","00:21","Null r","Breast","00:21L",
"Sleep","2022-07-19 20:45","2022-07-20 02:44","05:59",,,,
"Feed","2022-07-19 19:19","2022-07-19 19:31","00:12","00:11R","Breast","00:00L",
"Sleep","2022-07-19 14:47","2022-07-19 15:46","00:59",,,,
"Feed","2022-07-19 14:43","2022-07-19 14:52","00:09","00:09R","Breast","Null l",
"Sleep","2022-07-19 10:11","2022-07-19 11:18","01:07",,,,
"Feed","2022-07-19 10:04","2022-07-19 10:16","00:11","00:11R","Breast","Null l",
"Sleep","2022-07-19 02:59","2022-07-19 07:14","04:14",,,,
"Feed","2022-07-19 02:46","2022-07-19 02:59","00:13","00:13R","Breast","Null l",
"Feed","2022-07-19 00:36","2022-07-19 01:17","00:41","00:15R","Breast","00:26L",
"Sleep","2022-07-18 20:28","2022-07-19 00:36","04:08",,,,
"Feed","2022-07-18 19:13","2022-07-18 19:25","00:12","00:05R","Breast","00:06L",
"Sleep","2022-07-18 14:24","2022-07-18 15:12","00:47",,,,
"Feed","2022-07-18 14:18","2022-07-18 14:25","00:07","00:07R","Breast","Null l",
"Sleep","2022-07-18 09:13","2022-07-18 10:20","01:07",,,,
"Feed","2022-07-18 09:10","2022-07-18 09:18","00:07","00:07R","Breast","Null l",
"Sleep","2022-07-18 05:53","2022-07-18 06:23","00:30",,,,
"Feed","2022-07-18 05:30","2022-07-18 05:53","00:23","Null r","Breast","00:23L",
"Sleep","2022-07-18 02:12","2022-07-18 05:31","03:19",,,,
"Feed","2022-07-18 01:52","2022-07-18 02:12","00:20","Null r","Breast","00:20L",
"Sleep","2022-07-18 00:19","2022-07-18 01:52","01:32",,,,
"Feed","2022-07-18 00:01","2022-07-18 00:19","00:18","00:18R","Breast","Null l",
"Sleep","2022-07-17 20:33","2022-07-18 00:01","03:28",,,,
"Feed","2022-07-17 19:38","2022-07-17 19:47","00:09","Null r","Breast","00:09L",
"Sleep","2022-07-17 14:53","2022-07-17 15:31","00:38",,,,
"Feed","2022-07-17 14:43","2022-07-17 14:56","00:13","00:13R","Breast","Null l",
"Sleep","2022-07-17 09:37","2022-07-17 10:51","01:14",,,,
"Feed","2022-07-17 09:31","2022-07-17 09:43","00:11","00:11R","Breast","Null l",
"Feed","2022-07-17 05:25","2022-07-17 05:40","00:15","Null r","Breast","00:15L",
"Sleep","2022-07-17 01:04","2022-07-17 05:25","04:21",,,,
"Feed","2022-07-17 00:38","2022-07-17 01:01","00:22","00:12R","Breast","00:09L",
"Sleep","2022-07-16 20:27","2022-07-17 00:38","04:10",,,,
"Feed","2022-07-16 19:19","2022-07-16 19:38","00:19","00:16R","Breast","00:02L",
"Sleep","2022-07-16 15:00","2022-07-16 15:49","00:49",,,,
"Feed","2022-07-16 14:51","2022-07-16 15:06","00:14","Null r","Breast","00:14L",
"Sleep","2022-07-16 09:22","2022-07-16 10:33","01:11",,,,
"Feed","2022-07-16 09:17","2022-07-16 09:27","00:09","00:09R","Breast","Null l",
"Feed","2022-07-16 05:34","2022-07-16 05:46","00:12","Null r","Breast","00:12L",
"Sleep","2022-07-15 20:31","2022-07-16 05:33","09:02",,,,
"Feed","2022-07-15 19:17","2022-07-15 19:38","00:21","00:03R","Breast","00:17L",
"Sleep","2022-07-15 14:43","2022-07-15 15:41","00:58",,,,
"Feed","2022-07-15 14:40","2022-07-15 14:47","00:07","Null r","Breast","00:07L",
"Sleep","2022-07-15 10:00","2022-07-15 10:58","00:58",,,,
"Feed","2022-07-15 09:42","2022-07-15 10:05","00:23","00:22R","Breast","00:01L",
"Sleep","2022-07-15 05:10","2022-07-15 07:00","01:50",,,,
"Feed","2022-07-15 04:45","2022-07-15 05:10","00:25","00:12R","Breast","00:12L",
"Sleep","2022-07-15 01:11","2022-07-15 04:45","03:34",,,,
"Feed","2022-07-15 00:47","2022-07-15 01:10","00:23","Null r","Breast","00:23L",
"Sleep","2022-07-15 00:22","2022-07-15 00:47","00:25",,,,
"Feed","2022-07-15 00:05","2022-07-15 00:17","00:12","00:12R","Breast","Null l",
"Sleep","2022-07-14 20:45","2022-07-15 00:04","03:19",,,,
"Feed","2022-07-14 19:32","2022-07-14 19:37","00:05","Null r","Breast","00:05L",
"Sleep","2022-07-14 14:44","2022-07-14 15:58","01:14",,,,
"Feed","2022-07-14 14:40","2022-07-14 14:48","00:07","00:07R","Breast","Null l",
"Feed","2022-07-14 14:02","2022-07-14 14:06","00:04","Null r","Breast","00:04L",
"Sleep","2022-07-14 08:47","2022-07-14 10:20","01:33",,,,
"Feed","2022-07-14 08:43","2022-07-14 08:52","00:08","00:08R","Breast","Null l",
"Feed","2022-07-14 05:28","2022-07-14 05:37","00:09","Null r","Breast","00:09L",
"Sleep","2022-07-14 01:47","2022-07-14 05:26","03:38",,,,
"Feed","2022-07-14 01:25","2022-07-14 01:37","00:12","00:12R","Breast","Null l",
"Sleep","2022-07-13 20:26","2022-07-14 01:25","04:59",,,,
"Feed","2022-07-13 19:22","2022-07-13 19:29","00:07","00:03R","Breast","00:03L",
"Sleep","2022-07-13 15:20","2022-07-13 16:09","00:49",,,,
"Feed","2022-07-13 15:11","2022-07-13 15:24","00:13","00:13R","Breast","Null l",
"Feed","2022-07-13 14:25","2022-07-13 14:31","00:06","Null r","Breast","00:06L",
"Sleep","2022-07-13 09:27","2022-07-13 10:36","01:09",,,,
"Feed","2022-07-13 09:22","2022-07-13 09:32","00:10","00:10R","Breast","Null l",
"Feed","2022-07-13 05:27","2022-07-13 05:38","00:11","Null r","Breast","00:11L",
"Sleep","2022-07-12 23:52","2022-07-13 05:27","05:34",,,,
"Feed","2022-07-12 23:31","2022-07-12 23:47","00:16","00:16R","Breast","Null l",
"Sleep","2022-07-12 20:04","2022-07-12 23:30","03:26",,,,
"Feed","2022-07-12 18:50","2022-07-12 19:04","00:13","00:12R","Breast","00:01L",
"Sleep","2022-07-12 14:52","2022-07-12 15:47","00:55",,,,
"Feed","2022-07-12 14:38","2022-07-12 14:57","00:19","Null r","Breast","00:19L",
"Feed","2022-07-12 10:32","2022-07-12 10:42","00:10","00:05R","Breast","00:05L",
"Sleep","2022-07-12 09:33","2022-07-12 10:31","00:58",,,,
"Feed","2022-07-12 09:29","2022-07-12 09:37","00:07","00:07R","Breast","Null l",
"Feed","2022-07-12 09:22",,,"Breast Milk","Bottle","1.25oz",
"Feed","2022-07-12 05:56","2022-07-12 06:10","00:14","Null r","Breast","00:14L",
"Sleep","2022-07-12 00:44","2022-07-12 05:56","05:12",,,,
"Feed","2022-07-12 00:23","2022-07-12 00:43","00:20","Null r","Breast","00:20L",
"Sleep","2022-07-12 00:02","2022-07-12 00:19","00:16",,,,
"Feed","2022-07-11 23:44","2022-07-12 00:02","00:17","00:17R","Breast","Null l",
"Sleep","2022-07-11 20:06","2022-07-11 23:42","03:36",,,,
"Feed","2022-07-11 18:52","2022-07-11 19:14","00:22","Null r","Breast","00:22L",
"Sleep","2022-07-11 14:21","2022-07-11 15:08","00:47",,,,
"Feed","2022-07-11 14:16","2022-07-11 14:26","00:10","Null r","Breast","00:10L",
"Sleep","2022-07-11 09:38","2022-07-11 10:40","01:02",,,,
"Feed","2022-07-11 09:35","2022-07-11 09:42","00:07","00:07R","Breast","Null l",
"Feed","2022-07-11 09:20",,,"Breast Milk","Bottle","3oz",
"Feed","2022-07-11 05:45","2022-07-11 06:16","00:31","Null r","Breast","00:31L",
"Sleep","2022-07-11 01:28","2022-07-11 05:43","04:14",,,,
"Feed","2022-07-11 01:13","2022-07-11 01:28","00:15","00:15R","Breast","Null l",
"Sleep","2022-07-10 23:53","2022-07-11 01:11","01:18",,,,
"Sleep","2022-07-10 23:38","2022-07-10 23:41","00:02",,,,
"Sleep","2022-07-10 23:23","2022-07-10 23:26","00:03",,,,
"Sleep","2022-07-10 23:05","2022-07-10 23:16","00:10",,,,
"Sleep","2022-07-10 20:15","2022-07-10 22:48","02:33",,,,
"Feed","2022-07-10 18:37","2022-07-10 18:57","00:20","00:20R","Breast","Null l",
"Sleep","2022-07-10 14:25","2022-07-10 15:26","01:01",,,,
"Feed","2022-07-10 14:18","2022-07-10 14:31","00:13","Null r","Breast","00:13L",
"Sleep","2022-07-10 09:24","2022-07-10 10:30","01:06",,,,
"Feed","2022-07-10 09:17","2022-07-10 09:30","00:13","00:13R","Breast","Null l",
"Feed","2022-07-10 05:50","2022-07-10 05:58","00:08","00:04R","Breast","00:04L",
"Sleep","2022-07-10 05:28","2022-07-10 05:50","00:22",,,,
"Feed","2022-07-10 05:15","2022-07-10 05:28","00:13","00:06R","Breast","00:06L",
"Sleep","2022-07-10 03:20","2022-07-10 05:15","01:55",,,,
"Feed","2022-07-10 02:59","2022-07-10 03:20","00:21","00:21R","Breast","Null l",
"Sleep","2022-07-10 01:10","2022-07-10 02:57","01:47",,,,
"Feed","2022-07-10 00:43","2022-07-10 01:01","00:18","00:18R","Breast","Null l",
"Sleep","2022-07-09 20:21","2022-07-10 00:43","04:22",,,,
"Feed","2022-07-09 19:10","2022-07-09 19:32","00:21","00:21R","Breast","Null l",
"Sleep","2022-07-09 14:45","2022-07-09 15:35","00:50",,,,
"Feed","2022-07-09 14:39","2022-07-09 14:52","00:13","Null r","Breast","00:13L",
"Sleep","2022-07-09 09:35","2022-07-09 10:38","01:03",,,,
"Feed","2022-07-09 09:27","2022-07-09 09:42","00:14","00:14R","Breast","Null l",
"Feed","2022-07-09 06:20","2022-07-09 06:33","00:13","00:06R","Breast","00:06L",
"Sleep","2022-07-09 05:47","2022-07-09 06:20","00:33",,,,
"Feed","2022-07-09 05:24","2022-07-09 05:47","00:23","Null r","Breast","00:23L",
"Sleep","2022-07-09 00:43","2022-07-09 05:23","04:40",,,,
"Feed","2022-07-09 00:25","2022-07-09 00:43","00:18","Null r","Breast","00:18L",
"Sleep","2022-07-08 23:34","2022-07-09 00:23","00:49",,,,
"Feed","2022-07-08 23:23","2022-07-08 23:33","00:10","00:10R","Breast","Null l",
"Sleep","2022-07-08 20:20","2022-07-08 23:23","03:03",,,,
"Feed","2022-07-08 19:08","2022-07-08 19:22","00:14","00:14R","Breast","Null l",
"Sleep","2022-07-08 14:27","2022-07-08 15:29","01:02",,,,
"Feed","2022-07-08 14:22","2022-07-08 14:35","00:13","00:06R","Breast","00:06L",
"Sleep","2022-07-08 09:20","2022-07-08 10:35","01:15",,,,
"Feed","2022-07-08 09:13","2022-07-08 09:27","00:13","00:13R","Breast","Null l",
"Feed","2022-07-08 05:54","2022-07-08 06:21","00:26","Null r","Breast","00:26L",
"Sleep","2022-07-08 04:10","2022-07-08 05:54","01:43",,,,
"Feed","2022-07-08 04:02","2022-07-08 04:10","00:07","00:07R","Breast","Null l",
"Feed","2022-07-08 03:35","2022-07-08 04:02","00:26","00:26R","Breast","Null l",
"Sleep","2022-07-07 20:25","2022-07-08 03:33","07:08",,,,
"Feed","2022-07-07 19:16","2022-07-07 19:41","00:25","00:15R","Breast","00:09L",
"Sleep","2022-07-07 14:48","2022-07-07 15:20","00:32",,,,
"Feed","2022-07-07 14:40","2022-07-07 14:56","00:15","Null r","Breast","00:15L",
"Sleep","2022-07-07 09:34","2022-07-07 10:41","01:07",,,,
"Feed","2022-07-07 09:30","2022-07-07 09:38","00:08","00:08R","Breast","Null l",
"Feed","2022-07-07 06:24","2022-07-07 06:38","00:14","00:07R","Breast","00:07L",
"Sleep","2022-07-07 05:40","2022-07-07 06:24","00:44",,,,
"Feed","2022-07-07 05:20","2022-07-07 05:40","00:20","Null r","Breast","00:20L",
"Sleep","2022-07-07 05:04","2022-07-07 05:20","00:15",,,,
"Feed","2022-07-07 04:42","2022-07-07 05:01","00:19","Null r","Breast","00:19L",
"Sleep","2022-07-07 00:36","2022-07-07 04:42","04:05",,,,
"Feed","2022-07-07 00:15","2022-07-07 00:36","00:21","00:21R","Breast","Null l",
"Sleep","2022-07-06 22:54","2022-07-07 00:15","01:20",,,,
"Sleep","2022-07-06 20:10","2022-07-06 22:41","02:31",,,,
"Feed","2022-07-06 18:54","2022-07-06 19:18","00:24","00:10R","Breast","00:14L",
"Sleep","2022-07-06 14:38","2022-07-06 15:17","00:39",,,,
"Feed","2022-07-06 14:33","2022-07-06 14:50","00:17","Null r","Breast","00:17L",
"Sleep","2022-07-06 09:28","2022-07-06 10:41","01:13",,,,
"Feed","2022-07-06 09:21","2022-07-06 09:35","00:14","00:14R","Breast","Null l",
"Sleep","2022-07-06 06:10","2022-07-06 06:40","00:30",,,,
"Feed","2022-07-06 05:55","2022-07-06 06:10","00:15","00:14R","Breast","00:00L",
"Sleep","2022-07-06 05:09","2022-07-06 05:55","00:46",,,,
"Feed","2022-07-06 04:48","2022-07-06 05:08","00:20","00:10R","Breast","00:10L",
"Sleep","2022-07-06 03:14","2022-07-06 04:48","01:34",,,,
"Feed","2022-07-06 02:44","2022-07-06 03:14","00:30","Null r","Breast","00:30L",
"Sleep","2022-07-06 00:13","2022-07-06 02:41","02:27",,,,
"Feed","2022-07-05 23:49","2022-07-06 00:11","00:22","00:22R","Breast","Null l",
"Sleep","2022-07-05 20:16","2022-07-05 23:49","03:33",,,,
"Feed","2022-07-05 18:44","2022-07-05 19:18","00:33","00:16R","Breast","00:17L",
"Sleep","2022-07-05 14:38","2022-07-05 15:37","00:59",,,,
"Feed","2022-07-05 14:32","2022-07-05 14:41","00:09","00:04R","Breast","00:04L",
"Sleep","2022-07-05 09:15","2022-07-05 10:19","01:04",,,,
"Feed","2022-07-05 09:11","2022-07-05 09:20","00:09","Null r","Breast","00:09L",
"Feed","2022-07-05 06:50","2022-07-05 07:05","00:15","00:15R","Breast","Null l",
"Sleep","2022-07-05 05:17","2022-07-05 06:50","01:33",,,,
"Feed","2022-07-05 04:47","2022-07-05 05:17","00:30","Null r","Breast","00:30L",
"Sleep","2022-07-05 01:27","2022-07-05 04:47","03:20",,,,
"Feed","2022-07-05 00:42","2022-07-05 01:27","00:45","Null r","Breast","00:45L",
"Sleep","2022-07-04 22:30","2022-07-05 00:41","02:11",,,,
"Sleep","2022-07-04 20:09","2022-07-04 22:13","02:04",,,,
"Feed","2022-07-04 18:26","2022-07-04 18:53","00:27","00:27R","Breast","Null l",
"Sleep","2022-07-04 14:05","2022-07-04 15:12","01:07",,,,
"Feed","2022-07-04 14:00","2022-07-04 14:11","00:10","Null r","Breast","00:10L",
"Feed","2022-07-04 09:20","2022-07-04 09:35","00:15","00:07R","Breast","00:07L",
"Sleep","2022-07-04 07:56","2022-07-04 09:20","01:24",,,,
"Feed","2022-07-04 07:35","2022-07-04 07:58","00:23","00:11R","Breast","00:11L",
"Feed","2022-07-04 04:14","2022-07-04 04:37","00:23","Null r","Breast","00:23L",
"Sleep","2022-07-03 23:43","2022-07-04 04:14","04:30",,,,
"Feed","2022-07-03 23:14","2022-07-03 23:38","00:24","00:24R","Breast","Null l",
"Sleep","2022-07-03 20:18","2022-07-03 23:14","02:56",,,,
"Feed","2022-07-03 18:57","2022-07-03 19:04","00:07","Null r","Breast","00:07L",
"Sleep","2022-07-03 15:01","2022-07-03 15:54","00:53",,,,
"Feed","2022-07-03 14:54","2022-07-03 15:06","00:11","Null r","Breast","00:11L",
"Sleep","2022-07-03 09:27","2022-07-03 10:37","01:10",,,,
"Feed","2022-07-03 09:21","2022-07-03 09:33","00:11","00:11R","Breast","Null l",
"Feed","2022-07-03 06:35","2022-07-03 06:40","00:05","00:02R","Breast","00:02L",
"Sleep","2022-07-03 05:25","2022-07-03 06:35","01:10",,,,
"Feed","2022-07-03 05:14","2022-07-03 05:25","00:11","Null r","Breast","00:11L",
"Sleep","2022-07-03 04:06","2022-07-03 05:14","01:08",,,,
"Feed","2022-07-03 03:46","2022-07-03 04:06","00:20","Null r","Breast","00:20L",
"Sleep","2022-07-03 01:24","2022-07-03 03:44","02:20",,,,
"Feed","2022-07-03 00:49","2022-07-03 01:14","00:25","00:25R","Breast","Null l",
"Sleep","2022-07-02 20:22","2022-07-03 00:48","04:26",,,,
"Feed","2022-07-02 18:58","2022-07-02 19:20","00:22","00:10R","Breast","00:11L",
"Sleep","2022-07-02 16:11","2022-07-02 16:49","00:38",,,,
"Feed","2022-07-02 16:07","2022-07-02 16:17","00:09","Null r","Breast","00:09L",
"Feed","2022-07-02 14:42","2022-07-02 14:46","00:03","00:03R","Breast","Null l",
"Feed","2022-07-02 14:23","2022-07-02 14:28","00:05","Null r","Breast","00:05L",
"Sleep","2022-07-02 09:37","2022-07-02 11:00","01:23",,,,
